renda;amostra 1;amostra 2;amostra 3;amostra 4;amostra 5;amostra 6;amostra 7;amostra 8;amostra 9;amostra 10;amostra 11;amostra 12;amostra 13;amostra 14;amostra 15;amostra 16;amostra 17;amostra 18;amostra 19;amostra 20;amostra 21;amostra 22;amostra 23;amostra 24;amostra 25;amostra 26;amostra 27;amostra 28;amostra 29;amostra 30;amostra 31;amostra 32;amostra 33;amostra 34;amostra 35;amostra 36;amostra 37;amostra 38;amostra 39;amostra 40;amostra 41;amostra 42;amostra 43;amostra 44;amostra 45;amostra 46;amostra 47;amostra 48;amostra 49;amostra 50;amostra 51;amostra 52;amostra 53;amostra 54;amostra 55;amostra 56;amostra 57;amostra 58;amostra 59;amostra 60;amostra 61;amostra 62;amostra 63;amostra 64;amostra 65;amostra 66;amostra 67;amostra 68;amostra 69;amostra 70;amostra 71;amostra 72;amostra 73;amostra 74;amostra 75;amostra 76;amostra 77;amostra 78;amostra 79;amostra 80;amostra 81;amostra 82;amostra 83;amostra 84;amostra 85;amostra 86;amostra 87;amostra 88;amostra 89;amostra 90;amostra 91;amostra 92;amostra 93;amostra 94;amostra 95;amostra 96;amostra 97;amostra 98;amostra 99;amostra 100
2221;1555.252504;1621.722774;1509.884654;1573.55838;1550.910106;1609.998428;1548.746688;1565.690167;1621.092256;1635.20814;1561.346925;1562.12363;1501.469598;1528.504268;1498.547729;1525.846421;1610.052441;1545.894494;1545.185259;1522.090566;1522.050909;1500.401829;1585.243626;1558.234255;1530.268953;1504.738748;1551.037217;1455.683513;1505.67214;1616.227708;1537.856123;1557.322414;1595.544387;1509.096531;1534.047608;1579.865603;1562.921557;1576.355168;1487.3272;1521.145398;1541.84463;1568.25398;1502.237356;1563.620485;1569.285022;1591.341871;1525.411417;1506.375778;1564.902979;1551.323652;1546.509235;1576.535575;1555.709106;1579.009777;1557.651688;1595.205162;1547.011883;1549.722945;1500.771866;1624.108004;1572.213113;1495.404042;1518.19009;1587.563643;1518.85399;1597.799599;1565.170231;1566.000339;1538.982953;1561.064108;1574.703737;1605.38452;1570.704454;1530.455794;1550.480236;1581.163221;1538.072883;1519.272099;1529.143911;1579.733933;1576.560632;1553.131954;1561.98239;1577.278484;1527.095609;1568.484379;1589.621901;1600.432968;1487.053924;1561.849491;1496.411708;1585.311324;1506.810219;1569.644476;1556.24567;1593.29874;1566.165852;1566.891558;1549.226962;1558.623846
2322;1606.272012;1618.43848;1630.84806;1610.630906;1649.910553;1656.987796;1570.47633;1662.552359;1687.000933;1571.067043;1660.428511;1606.242954;1591.761848;1596.791364;1609.617266;1661.036002;1628.704211;1586.123258;1637.983706;1608.038642;1629.761617;1637.715643;1640.216484;1582.595051;1599.445654;1622.360217;1569.450208;1612.360714;1676.839332;1595.924587;1632.578147;1599.93145;1615.062743;1636.424578;1585.601843;1622.88825;1632.848116;1632.203477;1596.471166;1648.802986;1633.997963;1590.969722;1604.939794;1658.709999;1606.771414;1599.070006;1659.307047;1637.362832;1660.119381;1564.730533;1638.593401;1630.040563;1600.08906;1624.86795;1605.526399;1652.958529;1663.096435;1672.655015;1590.187463;1610.961758;1593.465717;1636.029661;1602.590583;1594.710845;1588.15323;1631.951107;1561.282938;1604.592332;1599.612403;1602.427573;1635.555289;1666.185408;1631.916412;1591.088088;1618.534783;1612.201989;1606.901533;1651.246375;1605.503992;1614.663709;1682.534348;1619.987353;1652.202303;1653.865077;1653.560257;1622.367979;1674.699588;1629.690814;1595.627162;1604.181759;1692.700748;1638.641789;1639.183883;1649.522941;1647.813988;1624.135914;1583.914003;1554.070834;1656.492936;1620.889181
2423;1717.465921;1729.805986;1745.713595;1713.124601;1656.083708;1651.37064;1680.330838;1724.351211;1692.890622;1662.497936;1722.76411;1679.531408;1669.006969;1645.161088;1725.365671;1681.778183;1744.867938;1691.892497;1677.399155;1701.932607;1662.81374;1672.047027;1687.2743;1700.784863;1681.098477;1680.290122;1730.490287;1723.734413;1659.321928;1729.32513;1686.773733;1674.287828;1699.40324;1677.181084;1700.396612;1678.11627;1648.902422;1692.136598;1768.606978;1685.348231;1724.869943;1673.069728;1701.045893;1700.81066;1674.59331;1714.534677;1736.83387;1663.039583;1717.970469;1725.83071;1712.247789;1697.720876;1673.26712;1678.653142;1733.908441;1747.720905;1700.288182;1704.05712;1671.217917;1721.90092;1726.684415;1696.828308;1705.33701;1680.036171;1711.922578;1673.566387;1701.59677;1736.036969;1676.32852;1691.845131;1729.980666;1756.217586;1709.022552;1692.010583;1710.713195;1719.556154;1678.226589;1708.165973;1736.62992;1665.291941;1655.063384;1714.609383;1631.984784;1688.07487;1812.894531;1691.014058;1681.829664;1672.569818;1683.225996;1729.430112;1693.88434;1651.392665;1677.024546;1728.922802;1715.955061;1685.372569;1704.650234;1682.411739;1724.669381;1663.012686
2524;1751.551424;1796.191978;1781.007123;1782.715743;1744.720419;1774.704117;1795.702252;1786.621624;1694.319518;1776.299366;1745.88431;1775.840815;1732.586946;1815.18199;1776.930911;1798.887621;1702.229432;1755.325005;1795.047746;1793.530479;1804.973207;1761.002466;1804.066707;1786.151831;1810.520482;1714.581174;1731.678545;1735.960583;1775.834597;1732.970329;1781.835198;1775.902002;1782.189662;1798.648286;1775.800772;1780.19478;1743.216855;1758.646487;1795.32959;1736.031816;1762.296909;1759.436231;1717.61139;1757.606091;1742.092689;1721.801549;1772.859451;1729.047;1811.040969;1753.227954;1803.869895;1769.985519;1757.252427;1795.937123;1741.593146;1757.915517;1760.202595;1783.422919;1755.924947;1784.195851;1719.295794;1734.590217;1754.671826;1763.024571;1682.067563;1798.015507;1773.191512;1750.969203;1778.004581;1754.591354;1793.881249;1853.141834;1741.527771;1727.445361;1783.592915;1761.167057;1758.405178;1791.239892;1794.484345;1792.150038;1766.287563;1789.990115;1717.051265;1763.917052;1718.892381;1751.233578;1791.772669;1763.533058;1779.494201;1761.032684;1768.292201;1765.167363;1717.568733;1773.11608;1759.918155;1781.491618;1737.715177;1801.736805;1790.772985;1743.611133
2625;1870.523773;1815.41519;1825.119298;1870.403183;1884.601958;1827.429168;1848.926949;1809.588133;1810.684448;1830.052367;1821.242679;1864.931091;1817.955199;1732.195761;1797.500336;1865.302381;1852.509916;1792.963182;1871.249325;1887.545117;1838.201591;1841.598077;1883.908337;1857.593246;1815.226003;1815.576851;1816.706825;1821.697909;1805.386695;1818.16275;1844.817473;1868.025857;1856.526156;1809.600209;1846.892659;1861.381767;1852.74143;1878.838778;1796.245932;1833.097786;1845.197223;1818.301119;1879.080404;1864.637734;1784.483601;1850.82355;1881.068767;1806.398752;1810.155586;1847.892858;1833.971146;1831.771493;1820.218102;1827.363695;1852.161796;1814.053638;1845.829791;1872.916113;1815.204523;1798.50253;1835.643363;1840.011751;1856.709616;1837.677903;1840.953909;1821.633903;1851.678591;1833.095972;1808.697579;1784.919558;1860.579554;1839.773112;1880.74284;1852.248991;1863.289618;1871.874257;1818.004063;1872.501328;1859.976946;1893.964106;1843.521604;1880.015667;1870.746519;1842.62389;1832.025265;1858.629971;1851.366053;1842.519825;1817.219547;1841.051438;1763.159356;1776.816448;1873.515536;1802.763322;1805.800434;1863.781991;1842.922832;1810.426851;1855.615405;1879.992332
2726;1889.496988;1926.339512;1957.638695;1885.760125;1935.742859;1940.77125;1956.911412;1889.852763;1916.349862;1912.983989;1928.426588;1952.307822;1924.790559;1967.707142;1920.918754;1913.372261;1935.465285;1907.689108;1942.125401;1881.44811;1875.585848;1923.569395;1903.355038;1937.322595;1908.738272;1921.03441;1890.137624;1936.093276;1933.724686;1942.276938;1902.34545;1919.5526;1940.498493;1910.001693;1959.925979;1921.468144;1864.688648;1933.553899;1887.727472;1923.429145;1853.000038;1925.61699;1866.0168;1908.756862;1890.03086;1931.375147;1889.710351;1920.430836;1958.895734;1934.906476;1873.313685;1932.887418;1899.010643;1858.041569;1945.723874;1892.462887;1924.999185;1874.289002;1944.474171;1917.056497;1920.089871;1880.310335;1968.555366;1882.47181;1906.383064;1862.249161;1892.43214;1899.852106;1935.74092;1883.353676;1898.583027;1939.17182;1906.731062;1864.425578;1899.566151;1915.094696;1939.624545;1905.231292;1878.544168;1934.038871;1931.700172;1896.991016;1895.586849;1929.34674;1956.517612;1908.116514;1900.075561;1929.809835;1917.385088;1897.482598;1887.969324;1874.022544;1893.064576;1897.345495;1877.239686;1894.425773;1926.939269;1877.586089;1940.876111;1878.81735
2827;1938.542421;1977.254459;1984.033685;1966.585685;1980.144024;1978.646982;1984.513142;1926.558426;2021.935182;1974.347637;1962.031868;2021.470216;2006.844307;1966.641913;1945.305093;1959.204729;1993.996574;2021.219667;1982.280724;2009.829029;2014.481074;1940.195297;1987.040684;1929.360445;1965.846588;1965.838438;2003.087954;1883.279366;1960.623237;1965.652346;1993.324585;1980.326304;1985.98656;1991.749152;1954.187217;1972.551887;1981.682107;1983.716832;1957.300503;1991.646135;1959.867604;1983.435827;1999.02699;2022.567681;2017.580051;1958.387326;1962.154906;2021.742304;1968.902544;2005.623309;2072.333086;2039.720953;1986.52453;2008.966096;1936.656224;1969.850605;1968.823689;1957.771348;1945.670777;1956.503653;1962.037588;2002.08568;1960.538189;1998.948325;1989.284775;1951.507641;2003.389342;2018.018151;1978.725564;1957.031345;1985.02115;2005.766055;1902.004666;1959.831398;1986.411078;1925.0444;2009.09974;1966.881989;2025.758079;2025.135161;1972.715167;1983.277033;2008.633139;1960.679282;1947.750207;1985.202198;1999.17283;1939.704129;2030.900411;1964.747259;1994.773024;1993.026077;1987.006837;1991.513302;1971.299534;1986.557285;1949.638147;1977.097126;1985.058531;2003.723529
2928;2030.004465;2025.045952;2065.350086;2043.664285;2045.335722;2042.376895;2025.726342;1991.157364;2012.008779;2000.161092;2018.100561;2045.791676;2011.834898;2024.703191;2107.13427;2042.950428;2025.635789;2029.336834;2051.307284;2046.662223;2052.953811;2094.426565;2013.493821;2025.677523;2031.35613;2011.856095;2006.267675;2118.423805;2060.420103;2070.953959;2051.149383;2099.469306;2071.413881;2032.443611;2024.405879;2074.816839;2069.833113;2050.866131;2054.160562;2053.127306;2001.197872;2017.835241;2079.525958;2051.820463;2086.614155;2040.916922;2053.233589;2050.612075;2052.033188;2023.885984;2091.62569;2047.229397;2056.713529;2054.451155;2091.39912;2096.275451;2067.709296;2057.263569;2034.804781;2043.20621;2037.563089;2062.723458;2000.242784;2107.874895;2028.981733;2059.63988;2017.798123;2040.878504;2039.627878;2097.886842;2082.283885;2062.381511;2009.140606;2129.379367;2065.170977;2025.163956;2064.549422;2074.955588;2080.052025;2038.46535;2048.212064;2051.695183;2063.355062;2070.343097;2048.327771;2076.65455;2041.039964;2050.282728;1998.282752;2020.567416;2090.205969;2085.53966;2083.567625;2061.328524;2054.856024;2039.884526;2051.216307;2020.609889;2032.257957;1984.095005
3029;2096.147116;2090.547852;2138.9419;2105.676081;2107.469221;2135.835021;2105.784147;2161.249236;2158.834236;2179.19287;2127.582256;2099.306522;2092.204005;2054.322889;2164.893574;2089.745564;2103.047156;2105.187319;2104.996495;2088.299788;2168.048467;2108.485206;2138.43087;2125.612704;2121.808905;2128.223599;2142.110357;2099.579318;2181.483122;2146.337014;2143.666988;2163.879088;2137.822386;2111.451913;2074.282669;2107.779504;2111.336496;2145.439395;2121.492635;2110.083205;2156.439017;2116.316762;2096.137299;2148.62697;2117.204642;2120.266132;2101.859076;2133.795765;2125.954785;2085.031259;2152.530806;2097.659668;2079.905536;2130.524515;2083.065218;2051.475252;2083.172537;2106.164907;2163.23374;2168.798627;2155.175125;2102.994302;2120.750642;2143.880781;2077.392167;2089.170831;2118.542271;2097.931321;2074.231695;2093.967411;2061.621253;2112.454149;2158.689777;2152.237836;2121.308906;2190.954893;2106.615582;2095.201844;2149.616735;2144.120451;2100.534056;2095.937992;2118.986277;2135.350954;2139.032669;2111.002468;2128.591958;2070.748694;2159.045514;2149.740627;2126.114169;2131.559364;2068.092856;2155.255446;2164.081302;2153.618985;2138.692748;2172.597688;2128.672275;2094.421665
3130;2207.556875;2187.826918;2220.200379;2236.354926;2201.239874;2205.461041;2235.453192;2173.3731;2151.960624;2188.714136;2175.538082;2153.582596;2131.891256;2199.192081;2127.533455;2178.944899;2179.585588;2179.622476;2195.496305;2218.042856;2189.512497;2203.860652;2168.175401;2218.063043;2208.018507;2232.116801;2171.242863;2166.055234;2183.892774;2161.421985;2175.456135;2232.570162;2252.779542;2145.367096;2280.587527;2149.058375;2169.850515;2246.365448;2160.741578;2214.636665;2228.525526;2168.711839;2176.501879;2192.638149;2115.328963;2191.531862;2213.678492;2145.980097;2180.123203;2209.685721;2182.381254;2217.511117;2151.870154;2178.236004;2175.004092;2185.381037;2178.635697;2212.257171;2160.271441;2141.998779;2186.548792;2200.126153;2243.123153;2182.279688;2192.154768;2206.241424;2172.638321;2185.10137;2165.969064;2198.275577;2139.337872;2153.838217;2168.228713;2202.954403;2155.705711;2197.863674;2151.568938;2200.419491;2161.291227;2185.016955;2167.232784;2120.555787;2191.721854;2184.552205;2123.079133;2155.293271;2196.031641;2228.942862;2212.076068;2168.224542;2222.959498;2184.212992;2216.175891;2200.778884;2182.944738;2196.745154;2209.364434;2210.144047;2112.966699;2234.752447
3231;2267.222157;2272.561136;2221.33309;2261.580524;2256.170716;2253.218523;2264.543316;2242.266786;2252.391538;2280.752672;2221.994017;2273.802292;2261.773621;2306.864919;2252.867864;2257.767223;2208.464521;2270.839278;2280.241313;2266.165959;2242.651566;2193.267867;2295.502546;2245.920628;2258.732475;2287.043952;2251.371529;2301.202272;2248.43954;2306.271303;2224.338223;2255.714877;2268.164566;2298.282467;2256.158782;2255.100076;2302.376389;2257.171289;2252.061538;2263.762045;2279.531532;2232.407712;2222.229131;2327.176459;2219.857393;2276.890335;2250.508622;2249.895446;2316.829701;2197.120174;2301.861343;2288.175982;2281.258014;2246.202844;2232.946613;2292.384776;2281.766088;2251.227263;2236.425533;2281.988855;2249.132741;2286.563628;2246.718097;2256.992112;2265.373293;2257.417221;2265.196155;2240.140968;2187.797272;2259.45717;2270.29755;2260.202959;2320.058861;2270.813694;2261.885009;2264.648132;2290.554673;2283.071421;2248.983981;2268.965625;2281.802354;2282.665025;2257.46248;2233.524083;2309.662365;2240.508976;2296.152072;2251.787287;2278.383579;2238.649366;2236.497057;2301.23079;2212.826153;2271.002365;2261.989381;2250.456177;2281.690726;2261.795168;2231.712408;2302.52452
3332;2353.844292;2320.430281;2328.156505;2364.882366;2314.104805;2235.961675;2340.404291;2309.610624;2322.363923;2362.057417;2356.252012;2304.205196;2375.09127;2314.782845;2304.058759;2342.874919;2337.294115;2265.979223;2323.09676;2303.406507;2325.411489;2348.53848;2289.723583;2330.307327;2327.442687;2345.118339;2400.932587;2308.29931;2321.19692;2310.515978;2297.414878;2378.8029;2392.936451;2330.230402;2321.315755;2329.478072;2304.745718;2391.68908;2291.87613;2339.275067;2334.774799;2266.540784;2353.136373;2366.503573;2330.977913;2338.128951;2310.826603;2337.870884;2278.816652;2368.532662;2329.263003;2339.912793;2315.340935;2292.787149;2317.363421;2307.517889;2318.241101;2327.449088;2347.242556;2277.382262;2343.30568;2320.183605;2328.133945;2334.677975;2358.550546;2311.772619;2358.835321;2329.802744;2338.410196;2324.016915;2370.898439;2314.231644;2321.162835;2337.311637;2278.172176;2373.936171;2316.45216;2373.683813;2313.764956;2310.226646;2319.0384;2348.946195;2368.402265;2382.517643;2362.365882;2382.840403;2346.697597;2322.538496;2291.71775;2374.596518;2351.420896;2325.887014;2310.893922;2297.734941;2298.36869;2339.952072;2401.278414;2337.023105;2322.15282;2317.503837
3433;2371.759214;2401.416569;2384.181326;2369.901802;2389.120659;2396.547098;2347.961539;2381.951969;2412.473392;2470.565969;2429.798006;2438.401584;2436.23203;2412.358897;2440.474366;2390.908788;2414.451547;2398.65025;2473.666012;2359.758432;2393.22754;2371.527263;2414.880559;2431.895219;2463.976242;2473.15967;2396.805506;2386.172105;2412.011707;2427.493668;2390.096583;2414.150559;2377.036766;2437.678283;2434.303358;2389.627745;2433.591111;2348.57224;2339.253287;2406.247698;2350.083153;2396.258798;2390.867725;2390.695349;2445.082942;2430.31557;2405.625775;2429.810093;2410.482176;2444.254342;2424.100936;2393.017966;2418.409305;2407.805486;2389.497984;2362.149627;2422.206044;2411.335437;2388.675188;2429.817232;2428.230877;2370.256587;2378.459725;2450.820343;2372.127429;2418.598908;2403.344191;2379.856821;2359.958094;2404.817469;2348.002219;2439.561225;2434.226581;2368.165908;2398.598372;2413.635767;2407.25073;2400.491571;2346.726094;2390.564808;2381.12677;2412.688237;2354.831192;2420.960042;2407.386117;2375.734499;2415.741139;2425.201017;2384.223403;2397.212327;2441.749719;2442.232022;2377.312835;2413.624776;2398.048049;2445.76799;2377.489861;2386.601119;2417.815077;2384.418441
3534;2423.160632;2484.668082;2467.120003;2518.844401;2427.807236;2462.772049;2517.728021;2473.069902;2460.767469;2477.253266;2484.180689;2487.45955;2446.984366;2473.883495;2467.970504;2464.896807;2488.00387;2482.786908;2475.797019;2474.899779;2495.513325;2474.487004;2510.211383;2515.998585;2457.577567;2498.745056;2528.987904;2528.578265;2508.01613;2489.717401;2506.283978;2477.017875;2495.645891;2466.161815;2487.099765;2426.5381;2462.844684;2462.679656;2460.61967;2462.632075;2394.251296;2468.454111;2481.472028;2428.897117;2489.558415;2468.831637;2449.095334;2459.912668;2520.655769;2506.513193;2531.38363;2478.904143;2459.914036;2471.7949;2456.708741;2530.83432;2540.876949;2432.779427;2457.935537;2448.560154;2487.318863;2487.434703;2474.827592;2456.471615;2533.578379;2476.273888;2526.910134;2476.915702;2488.922977;2507.267584;2467.328996;2459.62918;2505.023215;2516.153566;2534.560822;2460.576744;2426.582554;2467.559115;2493.881797;2480.974687;2413.373734;2489.837615;2490.761304;2455.733494;2448.150468;2506.412464;2427.700783;2497.727118;2444.001538;2458.906591;2466.740187;2483.83221;2475.938355;2460.175438;2503.27321;2470.904272;2492.22822;2456.901827;2436.163317;2445.660839
3635;2542.983365;2525.619173;2562.737967;2538.54059;2512.050436;2591.264325;2543.836682;2525.842755;2600.023369;2554.413303;2548.485766;2554.36617;2536.233933;2557.416515;2536.636072;2568.9462;2525.661855;2566.940966;2534.793333;2569.256275;2506.374856;2506.243239;2552.310147;2583.955124;2593.532704;2488.046783;2539.691545;2563.91697;2570.566627;2582.354258;2547.003873;2553.497742;2472.919128;2540.11572;2547.050206;2532.511231;2562.154972;2562.690097;2564.982971;2491.963758;2494.6281;2516.814722;2573.039903;2507.833052;2515.504123;2569.841117;2533.064218;2561.35658;2526.968759;2547.917919;2585.14078;2588.042138;2504.927492;2511.205943;2538.13676;2544.889923;2491.886258;2553.388283;2518.653812;2552.758969;2539.565005;2529.32336;2597.242468;2552.423958;2580.5894;2537.30628;2503.891281;2500.137981;2511.121314;2600.866683;2556.974163;2612.652187;2552.564607;2541.973936;2585.109129;2538.499337;2538.515059;2567.919308;2545.600882;2581.630704;2536.333135;2507.224397;2539.408946;2632.083803;2568.924413;2547.077972;2560.920146;2493.15084;2555.014032;2517.783222;2495.562735;2558.644606;2561.046605;2521.589199;2572.013741;2509.691243;2501.298385;2540.515389;2555.93721;2568.087876
3736;2633.142165;2560.482775;2581.896781;2604.314478;2606.483723;2616.044407;2572.749992;2636.574047;2605.837701;2598.510241;2666.151155;2607.894747;2626.833507;2621.453303;2582.401796;2618.044438;2569.154066;2644.556367;2644.197245;2585.734944;2610.664769;2627.42225;2616.309276;2588.017447;2634.909647;2615.016897;2640.762647;2632.962535;2590.553666;2584.926255;2617.180426;2640.636264;2595.113508;2629.419647;2595.606307;2631.441899;2654.512853;2597.465025;2641.294521;2642.764555;2594.568427;2586.490462;2572.936176;2656.595639;2631.44313;2626.621479;2635.40075;2537.43997;2548.480344;2618.858282;2593.12533;2551.823615;2621.893714;2620.236934;2606.219718;2622.018901;2642.546588;2651.995864;2595.8594;2662.790049;2594.161664;2641.613954;2613.623891;2626.302009;2624.907247;2616.789464;2653.913389;2601.810717;2633.347876;2646.080348;2625.158213;2602.891447;2597.431263;2602.773042;2611.507742;2607.762953;2611.476884;2627.14742;2597.903526;2580.946819;2612.801276;2670.247592;2590.61804;2596.454337;2583.156389;2641.875996;2633.108605;2617.249594;2639.327179;2603.869661;2657.247636;2599.343532;2641.615457;2587.056817;2640.73028;2651.362715;2667.080086;2671.657024;2641.620991;2608.406123
3837;2659.710734;2628.144137;2655.619546;2656.184612;2723.391201;2708.654622;2661.478498;2664.953423;2672.207343;2694.563682;2689.069435;2680.063045;2645.401059;2695.2884;2667.237007;2663.945053;2687.796377;2721.503397;2698.310258;2704.375915;2694.959221;2652.38089;2718.806768;2670.371511;2671.579686;2715.943871;2695.719051;2696.989889;2655.325941;2689.660516;2748.949923;2652.261714;2689.549419;2752.66793;2726.219284;2680.533963;2708.409559;2654.081971;2631.325459;2638.314642;2691.129093;2666.511103;2692.965832;2709.920361;2689.7129;2673.44242;2601.119887;2650.220083;2675.926799;2649.316426;2684.259751;2743.077822;2682.657076;2647.53887;2708.775489;2659.873863;2690.896613;2663.630776;2577.705145;2677.867507;2686.713476;2676.922865;2712.545047;2707.019788;2650.826284;2648.793215;2661.242381;2679.885821;2709.480848;2708.236441;2747.684116;2700.209919;2686.609306;2672.053512;2684.862818;2674.471342;2691.286969;2684.95744;2740.572691;2657.922653;2740.016034;2686.531073;2708.133818;2670.222054;2708.13086;2732.83151;2658.952405;2678.173508;2682.108313;2676.374214;2677.117618;2648.866059;2725.203626;2702.367131;2680.656802;2711.191891;2673.994245;2727.108296;2743.366349;2723.928474
3938;2788.791073;2757.422586;2701.379282;2756.72279;2787.607255;2748.830279;2751.26254;2775.219755;2775.287013;2734.894433;2750.967088;2743.359844;2713.24337;2778.967768;2775.733496;2705.850053;2720.050211;2749.408555;2743.764161;2788.26624;2741.495519;2759.537127;2800.660291;2778.877077;2782.137295;2770.931847;2780.619023;2756.202053;2760.842275;2739.302426;2794.296547;2786.284713;2744.335951;2792.097279;2779.500342;2757.426042;2761.221708;2782.968;2779.847622;2770.717184;2754.481043;2748.073256;2784.064432;2789.260943;2745.38759;2765.623121;2775.298217;2781.547536;2770.621516;2771.350645;2735.620126;2763.103455;2781.713735;2734.306127;2752.268954;2729.380175;2791.808879;2789.2394;2799.531234;2705.445243;2753.64812;2710.731929;2771.712601;2763.876709;2717.422364;2812.293681;2822.600289;2731.236365;2781.404129;2705.98998;2732.549346;2762.274332;2743.292422;2766.444231;2741.772723;2699.294228;2799.971599;2762.718934;2772.824086;2753.09698;2757.631159;2735.61251;2749.212238;2725.977962;2831.100861;2738.356825;2767.493035;2775.028677;2772.261645;2724.401686;2729.175002;2761.725555;2791.17728;2763.427288;2717.159794;2773.298415;2770.438846;2763.326423;2782.688381;2808.005766
4039;2864.9717;2842.451463;2809.546026;2799.897643;2772.457444;2797.607982;2878.629508;2851.653857;2767.062604;2840.354224;2860.783882;2794.101168;2805.926308;2851.593626;2797.080972;2815.724286;2815.569341;2812.077282;2815.808936;2778.763351;2847.185807;2845.096813;2825.146576;2867.896686;2774.669914;2815.924761;2823.546158;2793.528591;2806.027644;2797.72764;2859.626301;2828.913896;2850.889105;2829.824001;2803.186027;2800.043673;2871.230788;2803.397431;2847.109014;2774.684827;2805.728728;2823.142991;2826.333842;2858.614655;2828.751606;2746.564221;2825.127837;2827.878881;2855.694145;2872.197241;2843.440325;2801.39658;2790.497875;2804.564808;2856.175751;2799.489199;2835.678096;2887.260531;2811.322623;2835.205504;2821.472305;2781.990927;2869.309627;2829.826962;2828.880764;2839.251544;2780.168306;2807.861096;2787.923184;2855.656352;2803.105641;2760.150817;2824.742706;2829.366902;2827.769643;2826.634174;2860.290437;2865.992375;2810.65206;2830.490395;2791.867361;2817.889565;2805.342192;2813.205909;2836.790076;2878.964218;2764.736864;2827.81304;2827.073158;2806.806897;2801.79784;2774.51579;2845.170268;2744.038563;2825.971656;2902.451688;2853.908408;2874.818139;2804.865843;2847.386146
4140;2927.530441;2953.255433;2944.803738;2966.370954;2925.786138;2892.283883;2889.502046;2948.975661;2878.493435;2876.529869;2855.494001;2906.129224;2867.473116;2910.285414;2893.21483;2869.952359;2869.123789;2903.428131;2923.209424;2921.238106;2870.915278;2944.023226;2890.649385;2902.474522;2870.123071;2936.940425;2884.004279;2919.98739;2890.979542;2958.589732;2952.959637;2936.572578;2950.106449;2895.621848;2872.334302;2920.830446;2882.718675;2869.99384;2869.188237;2928.768515;2883.027274;2899.080023;2908.439054;2879.842106;2850.465746;2940.103205;2906.697496;2927.376367;2892.412273;2870.231496;2869.909618;2918.307641;2877.860265;2933.305747;2893.161644;2926.742626;2852.538405;2953.089901;2919.371657;2838.564104;2913.144135;2906.734034;2901.021429;2920.919336;2928.109058;2865.010536;2928.851524;2886.754253;2903.067525;2881.166028;2916.361843;2935.910929;2884.732726;2889.25012;2897.678027;2896.986919;2937.817445;2871.279245;2933.59249;2908.673745;2896.838291;2957.253985;2888.605703;2910.323042;2929.75934;2873.577942;2896.08739;2907.553989;2924.829837;2921.3957;2823.175796;2839.877116;2921.802018;2877.224953;2959.032823;2891.58283;2908.694724;2899.004627;2887.168364;2905.173801
4241;2965.891843;2928.29894;3014.732295;2914.131414;2993.795895;2867.4221;2982.078683;2923.915896;2943.779238;2943.813528;2975.339837;3023.867546;2989.782061;2963.321021;2976.832459;2977.942226;2917.924666;2985.005421;2941.703463;2965.731546;2980.625643;3006.357606;2988.807359;2990.685206;2955.078006;2919.385094;2969.43081;2965.34513;3021.163106;2997.0802;3012.250004;3015.230402;2948.974093;3023.553178;2963.326895;2941.941456;2998.798547;2974.522713;2939.546165;2951.709148;2978.513262;2987.821001;2987.63381;2937.012892;2976.26102;3016.836816;2977.499554;2982.73872;2943.834327;2974.667382;2993.171356;2947.664931;3006.122065;2998.839646;2950.867622;2955.117806;2935.364472;2956.95373;3011.234083;2967.004866;3004.361372;2981.726985;2960.638907;2960.555694;2952.896711;3027.288206;2918.598109;2935.500085;2948.923086;2928.678653;2975.390129;3017.773076;2987.084657;2929.722726;2920.390784;2948.524714;2980.587995;2948.440904;3002.528763;2974.462263;3008.81996;2999.306472;3007.814897;2900.514846;2982.617576;3010.084651;2972.858768;2911.389198;2959.961077;2935.248849;2979.067556;2967.397723;3013.956605;2911.175948;2959.70024;2952.581682;2921.674917;2992.065855;2954.971985;2962.157038
4342;3034.649134;3010.298833;3061.191026;2999.929637;3068.40723;3067.480233;3033.816177;3089.499389;3017.792138;3007.249527;3048.434783;3044.827111;3099.820438;3051.00547;3067.708243;2990.251696;3119.872496;3012.959062;3075.295939;3053.200369;2991.489663;3007.628107;3029.152869;3033.777074;3055.334427;3019.569812;2999.035289;3035.464513;3018.205484;2978.494335;3030.321533;3037.780153;3029.349993;3010.323071;3053.662045;3067.63344;2990.668617;3091.962096;2985.996186;2994.52323;2991.662832;3035.655272;3026.667282;3069.905439;3076.57021;3054.430712;3013.984426;3013.098698;3071.329276;3055.716571;2998.482539;3033.801364;3041.974729;3068.425133;3037.583326;3027.425098;3051.385157;3056.802731;3009.004703;3047.541176;3037.417119;2992.608921;3049.516792;3013.564242;3033.330112;3035.182493;3111.808305;2999.348626;3039.752532;3022.325527;3101.826089;3057.614037;3012.866855;3032.164873;3021.439568;3030.313328;3019.444951;2973.647143;3042.417518;2998.428531;3042.829055;3039.246495;2931.985618;3057.603836;3015.457921;2993.781341;2998.884157;3009.168616;3036.646548;3001.387839;3037.210951;2991.457779;3056.297254;3035.497668;3028.503346;3021.075569;3058.04836;3039.144445;3041.284844;3053.910252
